"Regionale kerncijfers Nederland"
""
"";"";"Onderwerp"
"";"";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Voortgezet onderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsopleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsbegeleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Hoger beroepsonderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Wetenschappelijk onderwijs"
"Perioden";"Regio's";"aantal";"aantal";"aantal";"aantal";"aantal"
"2019";"Geldrop";"";"";"";"";""
"2019";"Geldrop-Mierlo";"2174";"803";"283";"956";"316"
"2019";"Gemert";"";"";"";"";""
"2019";"Gooise Meren";"4360";"716";"240";"1143";"835"
"2019";"Graft-De Rijp";"";"";"";"";""
"2019";"'s-Graveland";"";"";"";"";""
"2019";"Haarlem";"8611";"2383";"765";"3764";"2052"
"2019";"Haarlemmerliede en Spaarnwoude";"";"";"";"";""
"2019";"Haarlemmermeer";"10455";"3357";"1020";"3795";"1936"
"2019";"Harenkarspel";"";"";"";"";""
"2019";"Harmelen";"";"";"";"";""
"2019";"Heemskerk";"2043";"857";"375";"919";"364"
"2019";"Heemstede";"1884";"233";"63";"435";"406"
"2019";"Heerhugowaard";"3488";"1378";"624";"1244";"352"
"2019";"Heiloo";"1593";"373";"121";"595";"278"
"2019";"Den Helder";"2594";"1435";"795";"830";"160"
"2019";"Hilversum";"5632";"1458";"575";"1927";"1103"
"2019";"Hollands Kroon";"2707";"1248";"608";"955";"192"
"2019";"Hoorn";"4149";"1721";"635";"1533";"566"
"2019";"Houten";"3854";"917";"289";"1291";"730"
"2019";"Huizen";"2486";"751";"271";"885";"405"
"2019";"IJsselstein";"2441";"838";"246";"839";"380"
"2019";"Koggenland";"1413";"543";"253";"569";"150"
"2019";"Landsmeer";"634";"186";"59";"238";"128"
"2019";"Langbroek";"";"";"";"";""
"2019";"Langedijk";"1748";"638";"312";"660";"196"
"2019";"Laren (NH.)";"806";"103";"28";"151";"157"
"2019";"Leersum";"";"";"";"";""
"2019";"Leusden";"1919";"554";"215";"707";"303"
"2019";"Limmen";"";"";"";"";""
"2019";"Loenen";"";"";"";"";""
"2019";"Loosdrecht";"";"";"";"";""
"2019";"Lopik";"962";"369";"197";"368";"123"
"2019";"Maarn";"";"";"";"";""
"2019";"Maarssen";"";"";"";"";""
"2019";"Maartensdijk";"";"";"";"";""
"2019";"Medemblik";"2607";"1090";"409";"826";"280"
"2019";"Montfoort";"951";"335";"114";"356";"119"
"2019";"Muiden";"";"";"";"";""
"2019";"Naarden";"";"";"";"";""
"2019";"Nederhorst den Berg";"";"";"";"";""
"2019";"Niedorp";"";"";"";"";""
"2019";"Nieuwegein";"3259";"1305";"451";"1336";"592"
"2019";"Noorder-Koggenland";"";"";"";"";""
"2019";"Obdam";"";"";"";"";""
"2019";"Oostzaan";"578";"189";"82";"221";"99"
"2019";"Opmeer";"700";"313";"125";"266";"75"
"2019";"Ouder-Amstel";"942";"196";"61";"332";"290"
"2019";"Oudewater";"590";"208";"91";"265";"67"
"2019";"Purmerend";"4333";"1857";"752";"1832";"702"
"2019";"Renswoude";"359";"120";"76";"106";"33"
"2019";"Rhenen";"1237";"387";"214";"420";"150"
"2019";"De Ronde Venen";"2696";"790";"289";"1086";"508"
"2019";"Schagen";"2740";"1070";"500";"979";"237"
"2019";"Schermer";"";"";"";"";""
"2019";"Schoorl";"";"";"";"";""
"2019";"Soest";"2869";"891";"290";"1048";"465"
"2019";"Stede Broec";"1224";"484";"228";"419";"135"
"2019";"Stichtse Vecht";"3870";"1065";"424";"1269";"678"
"2019";"Texel";"717";"226";"149";"142";"46"
"2019";"Uitgeest";"834";"288";"140";"364";"138"
"2019";"Uithoorn";"1790";"558";"165";"691";"351"
"2019";"Utrecht (gemeente)";"17681";"5598";"1320";"12547";"19247"
"2019";"Utrechtse Heuvelrug";"3153";"757";"324";"938";"506"
"2019";"Veenendaal";"4062";"1606";"634";"1648";"509"
"2019";"Velsen";"3711";"1514";"660";"1402";"630"
"2019";"Venhuizen";"";"";"";"";""
"2019";"Vianen";"";"";"";"";""
"2019";"Vijfheerenlanden";"3170";"1331";"545";"1164";"352"
"2019";"Vleuten-De Meern";"";"";"";"";""
"2019";"Waterland";"1056";"270";"101";"369";"198"
"2019";"Weesp";"1054";"299";"99";"416";"204"
"2019";"Wervershoof";"";"";"";"";""
"2019";"Wester-Koggenland";"";"";"";"";""
"2019";"Wieringen";"";"";"";"";""
"2019";"Wieringermeer";"";"";"";"";""
"2019";"Wijdemeren";"1450";"390";"159";"503";"215"
"2019";"Wijk bij Duurstede";"1390";"533";"210";"512";"197"
"2019";"Woerden";"3325";"1134";"361";"1369";"537"
"2019";"Wognum";"";"";"";"";""
"2019";"Wormerland";"896";"373";"158";"389";"150"
"2019";"Woudenberg";"854";"263";"176";"315";"101"
"2019";"Zaanstad";"8414";"3726";"1364";"3366";"1227"
"2019";"Zandvoort";"806";"237";"77";"274";"142"
"2019";"Zeevang";"";"";"";"";""
"2019";"Zeist";"4130";"950";"331";"1516";"1463"
"2019";"Zijpe";"";"";"";"";""
"2020";"Aalburg";"";"";"";"";""
"2020";"Aalsmeer";"2260";"594";"183";"758";"383"
"2020";"Aarle-Rixtel";"";"";"";"";""
"2020";"Abcoude";"";"";"";"";""
"2020";"Akersloot";"";"";"";"";""
"2020";"Alkmaar";"5594";"2206";"929";"2515";"919"
"2020";"Alphen en Riel";"";"";"";"";""
"2020";"Alphen-Chaam";"508";"207";"65";"242";"88"
"2020";"Altena";"3288";"1122";"687";"1170";"376"
"2020";"Amerongen";"";"";"";"";""
"2020";"Amersfoort";"10159";"3365";"965";"4526";"1896"
"2020";"Amstelveen";"5062";"990";"201";"2025";"3610"
"2020";"Amsterdam";"38094";"14563";"3079";"24704";"33977"
"2020";"Andijk";"";"";"";"";""
"2020";"Anna Paulowna";"";"";"";"";""
"2020";"Asten";"955";"318";"143";"404";"130"
"2020";"Baarle-Nassau";"287";"104";"40";"126";"28"
"2020";"Baarn";"1419";"363";"138";"523";"251"
"2020";"Bakel en Milheeze";"";"";"";"";""
"2020";"Beek en Donk";"";"";"";"";""
"2020";"Beemster";"537";"194";"58";"216";"92"
"2020";"Bennebroek";"";"";"";"";""
"2020";"Bergeijk";"990";"413";"168";"445";"126"
"2020";"Bergen (NH.)";"1566";"456";"198";"588";"323"
"2020";"Bergen op Zoom";"3469";"1410";"533";"1625";"425"
"2020";"Bergeyk";"";"";"";"";""
"2020";"Berkel-Enschot";"";"";"";"";""
"2020";"Berlicum";"";"";"";"";""
"2020";"Bernheze";"1796";"761";"270";"876";"284"
"2020";"Best";"1721";"729";"227";"873";"298"
"2020";"Beverwijk";"2111";"908";"414";"900";"327"
"2020";"De Bilt";"2861";"605";"197";"981";"783"
"2020";"Bladel";"1097";"436";"180";"493";"140"
"2020";"Bladel en Netersel";"";"";"";"";""
"2020";"Blaricum";"732";"149";"40";"182";"168"
"2020";"Bloemendaal";"1925";"195";"38";"427";"502"
"2020";"Boekel";"649";"263";"124";"276";"77"
"2020";"Boxmeer";"1725";"701";"212";"805";"244"
"2020";"Boxtel";"1800";"726";"205";"777";"281"
"2020";"Breda";"10288";"3601";"927";"9188";"2093"
"2020";"Breukelen";"";"";"";"";""
"2020";"Budel";"";"";"";"";""
"2020";"Bunnik";"1005";"239";"67";"355";"259"
"2020";"Bunschoten";"1325";"442";"378";"563";"137"
"2020";"Bussum";"";"";"";"";""
"2020";"Castricum";"1979";"640";"263";"1041";"482"
"2020";"Chaam";"";"";"";"";""
"2020";"Cothen";"";"";"";"";""
"2020";"Cranendonck";"1023";"384";"135";"432";"153"
"2020";"Cuijk";"1282";"647";"230";"682";"211"
"2020";"Deurne";"1627";"680";"304";"760";"236"
"2020";"Diemen";"1350";"522";"120";"1373";"2012"
"2020";"Diessen";"";"";"";"";""
"2020";"Dijk en Waard";"";"";"";"";""
"2020";"Dinteloord en Prinsenland";"";"";"";"";""
"2020";"Dongen";"1350";"536";"250";"619";"218"
"2020";"Doorn";"";"";"";"";""
"2020";"Drechterland";"1187";"455";"179";"441";"139"
"2020";"Driebergen-Rijsenburg";"";"";"";"";""
"2020";"Drimmelen";"1348";"592";"249";"600";"161"
"2020";"Drunen";"";"";"";"";""
"2020";"Den Dungen";"";"";"";"";""
"2020";"Dussen";"";"";"";"";""
"2020";"Edam-Volendam";"2195";"707";"394";"825";"434"
"2020";"Eemnes";"619";"193";"77";"232";"95"
"2020";"Eersel";"1015";"367";"144";"444";"181"
"2020";"Egmond";"";"";"";"";""
"2020";"Eindhoven";"10728";"4117";"1286";"8891";"8624"
"2020";"Enkhuizen";"978";"387";"196";"344";"83"
"2020";"Esch";"";"";"";"";""
"2020";"Etten-Leur";"2634";"895";"291";"1007";"305"
"2020";"Fijnaart en Heijningen";"";"";"";"";""
"2020";"Geertruidenberg";"1133";"502";"236";"438";"124"
"2020";"Geldrop";"";"";"";"";""
"2020";"Geldrop-Mierlo";"2124";"824";"329";"1024";"349"
"2020";"Gemert";"";"";"";"";""
"2020";"Gooise Meren";"4351";"739";"278";"1190";"969"
"2020";"Graft-De Rijp";"";"";"";"";""
"2020";"'s-Graveland";"";"";"";"";""
"2020";"Haarlem";"8716";"2455";"692";"4024";"2244"
"2020";"Haarlemmerliede en Spaarnwoude";"";"";"";"";""
"2020";"Haarlemmermeer";"10418";"3593";"956";"4098";"2092"
"2020";"Harenkarspel";"";"";"";"";""
"2020";"Harmelen";"";"";"";"";""
"2020";"Heemskerk";"1977";"879";"384";"964";"356"
"2020";"Heemstede";"1914";"250";"63";"492";"447"
"2020";"Heerhugowaard";"3479";"1430";"675";"1381";"389"
"2020";"Heiloo";"1523";"397";"123";"660";"317"
"2020";"Den Helder";"2644";"1395";"816";"881";"160"
"2020";"Hilversum";"5518";"1535";"554";"2090";"1203"
"2020";"Hollands Kroon";"2595";"1180";"630";"1034";"218"
"2020";"Hoorn";"4030";"1732";"576";"1609";"659"
"2020";"Houten";"3771";"958";"297";"1375";"827"
"2020";"Huizen";"2395";"774";"271";"948";"441"
"2020";"IJsselstein";"2316";"835";"242";"924";"423"
"2020";"Koggenland";"1340";"560";"232";"595";"158"
"2020";"Landsmeer";"639";"203";"67";"255";"136"
"2020";"Langbroek";"";"";"";"";""
"2020";"Langedijk";"1654";"649";"313";"699";"228"
"2020";"Laren (NH.)";"778";"91";"23";"163";"194"
"2020";"Leersum";"";"";"";"";""
"2020";"Leusden";"1840";"580";"205";"801";"315"
"2020";"Limmen";"";"";"";"";""
"2020";"Loenen";"";"";"";"";""
"2020";"Loosdrecht";"";"";"";"";""
"2020";"Lopik";"871";"371";"209";"366";"145"
"2020";"Maarn";"";"";"";"";""
"2020";"Maarssen";"";"";"";"";""
"2020";"Maartensdijk";"";"";"";"";""
"2020";"Medemblik";"2558";"1054";"435";"950";"306"
"2020";"Montfoort";"906";"329";"119";"387";"128"
"2020";"Muiden";"";"";"";"";""
"2020";"Naarden";"";"";"";"";""
"2020";"Nederhorst den Berg";"";"";"";"";""
"2020";"Niedorp";"";"";"";"";""
"2020";"Nieuwegein";"3179";"1257";"480";"1408";"711"
"2020";"Noorder-Koggenland";"";"";"";"";""
"2020";"Obdam";"";"";"";"";""
"2020";"Oostzaan";"548";"196";"80";"237";"107"
"2020";"Opmeer";"661";"304";"142";"281";"71"
"2020";"Ouder-Amstel";"907";"200";"64";"351";"333"
"2020";"Oudewater";"591";"212";"88";"267";"66"
"2020";"Purmerend";"4152";"1917";"712";"1908";"753"
"2020";"Renswoude";"337";"118";"61";"142";"42"
"2020";"Rhenen";"1219";"423";"193";"452";"163"
"2020";"De Ronde Venen";"2569";"831";"258";"1146";"556"
"2020";"Schagen";"2706";"1090";"500";"1056";"301"
"2020";"Schermer";"";"";"";"";""
"2020";"Schoorl";"";"";"";"";""
"2020";"Soest";"2802";"916";"331";"1125";"527"
"2020";"Stede Broec";"1184";"482";"226";"488";"143"
"2020";"Stichtse Vecht";"3772";"1080";"398";"1385";"739"
"2020";"Texel";"700";"206";"151";"167";"61"
"2020";"Uitgeest";"809";"274";"151";"434";"146"
"2020";"Uithoorn";"1801";"597";"157";"728";"377"
"2020";"Utrecht (gemeente)";"18169";"5738";"1315";"12978";"20267"
"2020";"Utrechtse Heuvelrug";"3083";"750";"309";"1029";"618"
"2020";"Veenendaal";"3912";"1592";"609";"1801";"567"
"2020";"Velsen";"3592";"1483";"614";"1517";"706"
"2020";"Venhuizen";"";"";"";"";""
"2020";"Vianen";"";"";"";"";""
"2020";"Vijfheerenlanden";"3116";"1330";"550";"1265";"397"
"2020";"Vleuten-De Meern";"";"";"";"";""
"2020";"Waterland";"1046";"262";"106";"382";"224"
"2020";"Weesp";"1028";"311";"90";"485";"250"
"2020";"Wervershoof";"";"";"";"";""
"2020";"Wester-Koggenland";"";"";"";"";""
"2020";"Wieringen";"";"";"";"";""
"2020";"Wieringermeer";"";"";"";"";""
"2020";"Wijdemeren";"1420";"410";"164";"561";"233"
"2020";"Wijk bij Duurstede";"1318";"494";"247";"581";"188"
"2020";"Woerden";"3321";"1110";"367";"1433";"600"
"2020";"Wognum";"";"";"";"";""
"2020";"Wormerland";"910";"358";"152";"430";"168"
"2020";"Woudenberg";"835";"266";"168";"388";"113"
"2020";"Zaanstad";"8352";"3773";"1298";"3630";"1334"
"2020";"Zandvoort";"843";"240";"61";"303";"157"
"2020";"Zeevang";"";"";"";"";""
"2020";"Zeist";"4077";"968";"293";"1594";"1583"
"2020";"Zijpe";"";"";"";"";""
"2021";"Aalburg";"";"";"";"";""
"2021";"Aalsmeer";"2231";"608";"175";"739";"418"
"2021";"Aarle-Rixtel";"";"";"";"";""
"2021";"Abcoude";"";"";"";"";""
"2021";"Akersloot";"";"";"";"";""
"2021";"Alkmaar";"5569";"2086";"967";"2588";"964"
"2021";"Alphen en Riel";"";"";"";"";""
"2021";"Alphen-Chaam";"512";"181";"73";"247";"83"
"2021";"Altena";"3284";"1116";"695";"1239";"372"
"2021";"Amerongen";"";"";"";"";""
"2021";"Amersfoort";"10112";"3295";"981";"4524";"1992"
"2021";"Amstelveen";"5299";"929";"213";"1951";"4002"
"2021";"Amsterdam";"38565";"14548";"3265";"25553";"36424"
"2021";"Andijk";"";"";"";"";""
"2021";"Anna Paulowna";"";"";"";"";""
"2021";"Asten";"922";"338";"135";"433";"125"
"2021";"Baarle-Nassau";"285";"105";"49";"121";"31"
"2021";"Baarn";"1430";"353";"136";"505";"250"
"2021";"Bakel en Milheeze";"";"";"";"";""
"2021";"Beek en Donk";"";"";"";"";""
"2021";"Beemster";"567";"195";"77";"233";"104"
"2021";"Bennebroek";"";"";"";"";""
"2021";"Bergeijk";"937";"389";"171";"443";"124"
"2021";"Bergen (NH.)";"1539";"444";"205";"567";"313"
"2021";"Bergen op Zoom";"3479";"1370";"558";"1588";"480"
"2021";"Bergeyk";"";"";"";"";""
"2021";"Berkel-Enschot";"";"";"";"";""
"2021";"Berlicum";"";"";"";"";""
"2021";"Bernheze";"1743";"723";"296";"882";"302"
"2021";"Best";"1651";"711";"223";"863";"339"
"2021";"Beverwijk";"2091";"934";"452";"911";"342"
"2021";"De Bilt";"2905";"552";"189";"944";"768"
"2021";"Bladel";"1036";"442";"181";"522";"130"
"2021";"Bladel en Netersel";"";"";"";"";""
"2021";"Blaricum";"735";"157";"32";"211";"164"
"2021";"Bloemendaal";"1998";"191";"31";"396";"456"
"2021";"Boekel";"628";"258";"107";"276";"86"
"2021";"Boxmeer";"1644";"699";"229";"797";"217"
"2021";"Boxtel";"1955";"777";"244";"809";"303"
"2021";"Breda";"10290";"3570";"900";"8899";"2223"
"2021";"Breukelen";"";"";"";"";""
"2021";"Budel";"";"";"";"";""
"2021";"Bunnik";"1018";"225";"59";"335";"272"
"2021";"Bunschoten";"1339";"435";"348";"550";"147"
"2021";"Bussum";"";"";"";"";""
"2021";"Castricum";"1973";"598";"259";"985";"452"
"2021";"Chaam";"";"";"";"";""
"2021";"Cothen";"";"";"";"";""
"2021";"Cranendonck";"958";"365";"114";"449";"165"
"2021";"Cuijk";"1214";"613";"236";"657";"229"
"2021";"Deurne";"1606";"657";"292";"706";"239"
"2021";"Diemen";"1355";"503";"118";"1211";"1910"
"2021";"Diessen";"";"";"";"";""
"2021";"Dijk en Waard";"";"";"";"";""
"2021";"Dinteloord en Prinsenland";"";"";"";"";""
"2021";"Dongen";"1311";"531";"242";"646";"217"
"2021";"Doorn";"";"";"";"";""
"2021";"Drechterland";"1129";"463";"155";"473";"150"
"2021";"Driebergen-Rijsenburg";"";"";"";"";""
"2021";"Drimmelen";"1315";"564";"226";"582";"175"
"2021";"Drunen";"";"";"";"";""
"2021";"Den Dungen";"";"";"";"";""
"2021";"Dussen";"";"";"";"";""
"2021";"Edam-Volendam";"2066";"732";"374";"851";"432"
"2021";"Eemnes";"593";"174";"76";"262";"101"
"2021";"Eersel";"1003";"377";"151";"430";"168"
"2021";"Egmond";"";"";"";"";""
"2021";"Eindhoven";"10953";"4021";"1307";"9094";"8798"
"2021";"Enkhuizen";"1000";"367";"178";"325";"107"
"2021";"Esch";"";"";"";"";""
"2021";"Etten-Leur";"2669";"862";"292";"1026";"333"
"2021";"Fijnaart en Heijningen";"";"";"";"";""
"2021";"Geertruidenberg";"1139";"493";"206";"458";"118"
"2021";"Geldrop";"";"";"";"";""
"2021";"Geldrop-Mierlo";"2066";"813";"299";"1001";"347"
"2021";"Gemert";"";"";"";"";""
"2021";"Gooise Meren";"4354";"720";"262";"1137";"901"
"2021";"Graft-De Rijp";"";"";"";"";""
"2021";"'s-Graveland";"";"";"";"";""
"2021";"Haarlem";"8790";"2425";"733";"4051";"2275"
"2021";"Haarlemmerliede en Spaarnwoude";"";"";"";"";""
"2021";"Haarlemmermeer";"10356";"3635";"976";"4226";"2119"
"2021";"Harenkarspel";"";"";"";"";""
"2021";"Harmelen";"";"";"";"";""
"2021";"Heemskerk";"1965";"830";"354";"943";"373"
"2021";"Heemstede";"1947";"240";"69";"479";"436"
"2021";"Heerhugowaard";"3483";"1408";"654";"1448";"435"
"2021";"Heiloo";"1481";"366";"109";"662";"335"
"2021";"Den Helder";"2594";"1337";"822";"914";"169"
"2021";"Hilversum";"5515";"1483";"495";"2076";"1198"
"2021";"Hollands Kroon";"2542";"1137";"581";"1035";"232"
"2021";"Hoorn";"4043";"1635";"585";"1654";"653"
"2021";"Houten";"3753";"943";"258";"1366";"860"
"2021";"Huizen";"2338";"743";"253";"931";"443"
"2021";"IJsselstein";"2238";"771";"218";"957";"419"
"2021";"Koggenland";"1281";"535";"229";"588";"146"
"2021";"Landsmeer";"679";"181";"67";"261";"142"
"2021";"Langbroek";"";"";"";"";""
"2021";"Langedijk";"1634";"658";"324";"701";"223"
"2021";"Laren (NH.)";"756";"90";"27";"175";"200"
"2021";"Leersum";"";"";"";"";""
"2021";"Leusden";"1835";"559";"223";"779";"349"
"2021";"Limmen";"";"";"";"";""
"2021";"Loenen";"";"";"";"";""
"2021";"Loosdrecht";"";"";"";"";""
"2021";"Lopik";"850";"336";"204";"347";"136"
"2021";"Maarn";"";"";"";"";""
"2021";"Maarssen";"";"";"";"";""
"2021";"Maartensdijk";"";"";"";"";""
"2021";"Medemblik";"2481";"1063";"426";"964";"309"
"2021";"Montfoort";"873";"320";"120";"382";"136"
"2021";"Muiden";"";"";"";"";""
"2021";"Naarden";"";"";"";"";""
"2021";"Nederhorst den Berg";"";"";"";"";""
"2021";"Niedorp";"";"";"";"";""
"2021";"Nieuwegein";"3199";"1259";"478";"1400";"712"
"2021";"Noorder-Koggenland";"";"";"";"";""
"2021";"Obdam";"";"";"";"";""
"2021";"Oostzaan";"540";"184";"78";"240";"108"
"2021";"Opmeer";"633";"289";"133";"272";"81"
"2021";"Ouder-Amstel";"877";"194";"66";"339";"346"
"2021";"Oudewater";"544";"203";"73";"258";"86"
"2021";"Purmerend";"4017";"1873";"737";"1891";"730"
"2021";"Renswoude";"340";"103";"67";"137";"47"
"2021";"Rhenen";"1242";"385";"189";"477";"192"
"2021";"De Ronde Venen";"2551";"788";"254";"1086";"553"
"2021";"Schagen";"2692";"1099";"496";"1047";"303"
"2021";"Schermer";"";"";"";"";""
"2021";"Schoorl";"";"";"";"";""
"2021";"Soest";"2815";"927";"304";"1084";"539"
"2021";"Stede Broec";"1175";"519";"220";"505";"154"
"2021";"Stichtse Vecht";"3852";"1017";"401";"1366";"707"
"2021";"Texel";"683";"176";"157";"184";"76"
"2021";"Uitgeest";"808";"249";"144";"427";"162"
"2021";"Uithoorn";"1830";"608";"150";"751";"395"
"2021";"Utrecht (gemeente)";"18529";"5680";"1442";"13222";"20888"
"2021";"Utrechtse Heuvelrug";"3062";"686";"278";"995";"630"
"2021";"Veenendaal";"3858";"1577";"592";"1851";"557"
"2021";"Velsen";"3554";"1375";"624";"1509";"703"
"2021";"Venhuizen";"";"";"";"";""
"2021";"Vianen";"";"";"";"";""
"2021";"Vijfheerenlanden";"3139";"1244";"551";"1265";"413"
"2021";"Vleuten-De Meern";"";"";"";"";""
"2021";"Waterland";"1024";"275";"103";"370";"214"
"2021";"Weesp";"1045";"291";"96";"481";"261"
"2021";"Wervershoof";"";"";"";"";""
"2021";"Wester-Koggenland";"";"";"";"";""
"2021";"Wieringen";"";"";"";"";""
"2021";"Wieringermeer";"";"";"";"";""
"2021";"Wijdemeren";"1429";"395";"180";"566";"240"
"2021";"Wijk bij Duurstede";"1294";"468";"212";"574";"168"
"2021";"Woerden";"3273";"1055";"358";"1445";"618"
"2021";"Wognum";"";"";"";"";""
"2021";"Wormerland";"869";"345";"152";"456";"168"
"2021";"Woudenberg";"835";"299";"164";"356";"116"
"2021";"Zaanstad";"8293";"3628";"1369";"3722";"1411"
"2021";"Zandvoort";"835";"252";"72";"312";"162"
"2021";"Zeevang";"";"";"";"";""
"2021";"Zeist";"4107";"973";"305";"1596";"1631"
"2021";"Zijpe";"";"";"";"";""
"2022";"Aalburg";"";"";"";"";""
"2022";"Aalsmeer";"2211";"590";"185";"769";"411"
"2022";"Aarle-Rixtel";"";"";"";"";""
"2022";"Abcoude";"";"";"";"";""
"2022";"Akersloot";"";"";"";"";""
"2022";"Alkmaar";"5695";"1913";"1022";"2465";"947"
"2022";"Alphen en Riel";"";"";"";"";""
"2022";"Alphen-Chaam";"526";"178";"65";"241";"68"
"2022";"Altena";"3276";"1058";"735";"1178";"374"
"2022";"Amerongen";"";"";"";"";""
"2022";"Amersfoort";"10150";"3158";"986";"4469";"1964"
"2022";"Amstelveen";"5542";"850";"256";"1945";"3757"
"2022";"Amsterdam";"39467";"13315";"3522";"24065";"34527"
"2022";"Andijk";"";"";"";"";""
"2022";"Anna Paulowna";"";"";"";"";""
"2022";"Asten";"905";"314";"125";"406";"124"
"2022";"Baarle-Nassau";"306";"101";"44";"114";"30"
"2022";"Baarn";"1449";"334";"141";"469";"251"
"2022";"Bakel en Milheeze";"";"";"";"";""
"2022";"Beek en Donk";"";"";"";"";""
"2022";"Beemster";"";"";"";"";""
"2022";"Bennebroek";"";"";"";"";""
"2022";"Bergeijk";"960";"347";"185";"409";"105"
"2022";"Bergen (NH.)";"1527";"419";"192";"534";"286"
"2022";"Bergen op Zoom";"3491";"1269";"568";"1556";"465"
"2022";"Bergeyk";"";"";"";"";""
"2022";"Berkel-Enschot";"";"";"";"";""
"2022";"Berlicum";"";"";"";"";""
"2022";"Bernheze";"1728";"699";"295";"820";"280"
"2022";"Best";"1631";"657";"209";"804";"315"
"2022";"Beverwijk";"2110";"870";"471";"886";"365"
"2022";"De Bilt";"2924";"541";"193";"925";"753"
"2022";"Bladel";"990";"416";"211";"485";"123"
"2022";"Bladel en Netersel";"";"";"";"";""
"2022";"Blaricum";"722";"140";"45";"207";"164"
"2022";"Bloemendaal";"2017";"189";"39";"411";"442"
"2022";"Boekel";"612";"251";"133";"258";"59"
"2022";"Boxmeer";"";"";"";"";""
"2022";"Boxtel";"1877";"783";"269";"785";"297"
"2022";"Breda";"10409";"3324";"988";"8500";"2136"
"2022";"Breukelen";"";"";"";"";""
"2022";"Budel";"";"";"";"";""
"2022";"Bunnik";"1026";"214";"71";"362";"267"
"2022";"Bunschoten";"1372";"406";"353";"533";"152"
"2022";"Bussum";"";"";"";"";""
"2022";"Castricum";"1910";"575";"273";"934";"442"
"2022";"Chaam";"";"";"";"";""
"2022";"Cothen";"";"";"";"";""
"2022";"Cranendonck";"1002";"353";"138";"419";"149"
"2022";"Cuijk";"";"";"";"";""
"2022";"Deurne";"1602";"603";"290";"666";"235"
"2022";"Diemen";"1448";"451";"115";"1011";"1661"
"2022";"Diessen";"";"";"";"";""
"2022";"Dijk en Waard";"5123";"1846";"1008";"2153";"663"
"2022";"Dinteloord en Prinsenland";"";"";"";"";""
"2022";"Dongen";"1310";"503";"247";"600";"196"
"2022";"Doorn";"";"";"";"";""
"2022";"Drechterland";"1121";"425";"163";"486";"166"
"2022";"Driebergen-Rijsenburg";"";"";"";"";""
"2022";"Drimmelen";"1329";"497";"215";"613";"171"
"2022";"Drunen";"";"";"";"";""
"2022";"Den Dungen";"";"";"";"";""
"2022";"Dussen";"";"";"";"";""
"2022";"Edam-Volendam";"2037";"695";"379";"848";"408"
"2022";"Eemnes";"582";"172";"71";"247";"100"
"2022";"Eersel";"983";"353";"131";"412";"172"
"2022";"Egmond";"";"";"";"";""
"2022";"Eindhoven";"11200";"3808";"1357";"8486";"8266"
"2022";"Enkhuizen";"995";"370";"167";"339";"107"
"2022";"Esch";"";"";"";"";""
"2022";"Etten-Leur";"2626";"915";"285";"992";"347"
"2022";"Fijnaart en Heijningen";"";"";"";"";""
"2022";"Geertruidenberg";"1133";"450";"238";"445";"114"
"2022";"Geldrop";"";"";"";"";""
"2022";"Geldrop-Mierlo";"2047";"761";"315";"982";"340"
"2022";"Gemert";"";"";"";"";""
"2022";"Gooise Meren";"4440";"682";"273";"1057";"909"
"2022";"Graft-De Rijp";"";"";"";"";""
"2022";"'s-Graveland";"";"";"";"";""
"2022";"Haarlem";"9173";"2312";"826";"3775";"2289"
"2022";"Haarlemmerliede en Spaarnwoude";"";"";"";"";""
"2022";"Haarlemmermeer";"10340";"3435";"1093";"4136";"2194"
"2022";"Harenkarspel";"";"";"";"";""
"2022";"Harmelen";"";"";"";"";""
"2022";"Heemskerk";"1932";"777";"406";"902";"355"
"2022";"Heemstede";"1955";"215";"68";"486";"417"
"2022";"Heerhugowaard";"";"";"";"";""
"2022";"Heiloo";"1446";"349";"124";"651";"343"
"2022";"Den Helder";"2658";"1187";"841";"926";"171"
"2022";"Hilversum";"5681";"1432";"484";"2020";"1235"
"2022";"Hollands Kroon";"2544";"1048";"599";"973";"235"
"2022";"Hoorn";"4105";"1543";"669";"1594";"638"
"2022";"Houten";"3666";"871";"263";"1387";"838"
"2022";"Huizen";"2290";"703";"252";"889";"439"
"2022";"IJsselstein";"2182";"751";"238";"901";"441"
"2022";"Koggenland";"1261";"508";"264";"579";"156"
"2022";"Landsmeer";"687";"169";"64";"241";"136"
"2022";"Langbroek";"";"";"";"";""
"2022";"Langedijk";"";"";"";"";""
"2022";"Laren (NH.)";"765";"81";"25";"147";"187"
"2022";"Leersum";"";"";"";"";""
"2022";"Leusden";"1851";"530";"201";"774";"334"
"2022";"Limmen";"";"";"";"";""
"2022";"Loenen";"";"";"";"";""
"2022";"Loosdrecht";"";"";"";"";""
"2022";"Lopik";"806";"316";"207";"338";"130"
"2022";"Maarn";"";"";"";"";""
"2022";"Maarssen";"";"";"";"";""
"2022";"Maartensdijk";"";"";"";"";""
"2022";"Medemblik";"2544";"999";"419";"913";"295"
"2022";"Montfoort";"853";"332";"110";"384";"146"
